Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4737
moo_hit_2	1343		sfx/monster_sd	monster\moo\gethit2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_hit_3	1344		sfx/monster_sd	monster\moo\gethit3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_hit_4	1345		sfx/monster_sd	monster\moo\gethit4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_death_1	1346	moo_death_hd1	sfx/monster_sd	monster\moo\death1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
moo_death_2	1347		sfx/monster_sd	monster\moo\death2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
moo_death_3	1348		sfx/monster_sd	monster\moo\death3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
moo_death_4	1349		sfx/monster_sd	monster\moo\death4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
moo_death_5	1350		sfx/monster_sd	monster\moo\death5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
moo_neutral_1	1351	moo_neutral_hd1	sfx/eax/monster_neutral_sd	monster\moo\neutral1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_neutral_2	1352		sfx/eax/monster_neutral_sd	monster\moo\neutral2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_neutral_3	1353		sfx/eax/monster_neutral_sd	monster\moo\neutral3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_neutral_4	1354		sfx/eax/monster_neutral_sd	monster\moo\neutral4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
moo_neutral_5	1355		sfx/eax/monster_neutral_sd	monster\moo\neutral5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_attack_1	1356	mosquito_attack_hd1	sfx/monster_sd	monster\mosquito\attack1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_attack_2	1357		sfx/monster_sd	monster\mosquito\attack2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_attack_3	1358		sfx/monster_sd	monster\mosquito\attack3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_attack_4	1359		sfx/monster_sd	monster\mosquito\attack4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_attack_5	1360		sfx/monster_sd	monster\mosquito\attack5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_longattack_1	1361	mosquito_longattack_hd1	sfx/monster_sd	monster\mosquito\attack_long1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_longattack_2	1362		sfx/monster_sd	monster\mosquito\attack_long2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_longattack_3	1363		sfx/monster_sd	monster\mosquito\attack_long3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_longattack_4	1364		sfx/monster_sd	monster\mosquito\attack_long4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_longattack_5	1365		sfx/monster_sd	monster\mosquito\attack_long5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_hit_1	1366	mosquito_hit_hd1	sfx/monster_sd	monster\mosquito\gethit1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_hit_2	1367		sfx/monster_sd	monster\mosquito\gethit2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_hit_3	1368		sfx/monster_sd	monster\mosquito\gethit3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_hit_4	1369		sfx/monster_sd	monster\mosquito\gethit4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_hit_5	1370		sfx/monster_sd	monster\mosquito\gethit5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_death_1	1371	mosquito_death_hd1	sfx/monster_sd	monster\mosquito\death1.flac	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_death_2	1372		sfx/monster_sd	monster\mosquito\death2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_death_3	1373		sfx/monster_sd	monster\mosquito\death3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_death_4	1374		sfx/monster_sd	monster\mosquito\death4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mosquito_loop	1375	mosquito_loop_hd	sfx/monster_sd	monster\mosquito\loop.flac	0	0	0	0	0	200	200	100	100	0	0	1	12	12	1	0	0	-1	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mummy_attack_1	1376	mummy_attack_hd1	sfx/monster_sd	monster\mummy\attack1.flac	0	0	0	0	0	176	176	100	100	6	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_attack_2	1377		sfx/monster_sd	monster\mummy\attack2.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_attack_3	1378		sfx/monster_sd	monster\mummy\attack3.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_attack_4	1379		sfx/monster_sd	monster\mummy\attack4.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_attack_5	1380		sfx/monster_sd	monster\mummy\attack5.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_attack_6	1381		sfx/monster_sd	monster\mummy\attack6.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_hit_1	1382	mummy_hit_hd1	sfx/monster_sd	monster\mummy\gethit1.flac	0	0	0	0	0	176	176	100	100	5	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_hit_2	1383		sfx/monster_sd	monster\mummy\gethit2.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_hit_3	1384		sfx/monster_sd	monster\mummy\gethit3.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_hit_4	1385		sfx/monster_sd	monster\mummy\gethit4.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_hit_5	1386		sfx/monster_sd	monster\mummy\gethit5.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_death_1	1387	mummy_death_hd1	sfx/monster_sd	monster\mummy\death1.flac	0	0	0	0	0	176	176	100	100	4	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mummy_death_2	1388		sfx/monster_sd	monster\mummy\death2.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mummy_death_3	1389		sfx/monster_sd	monster\mummy\death3.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mummy_death_4	1390		sfx/monster_sd	monster\mummy\death4.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
mummy_neutral_1	1391	mummy_neutral_hd1	sfx/eax/monster_neutral_sd	monster\mummy\neutral1.flac	0	0	0	0	0	176	176	100	100	3	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_neutral_2	1392		sfx/eax/monster_neutral_sd	monster\mummy\neutral2.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_neutral_3	1393		sfx/eax/monster_neutral_sd	monster\mummy\neutral3.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
mummy_generator_death	1394	mummy_generator_death_hd	sfx/monster_sd	monster\mummy\mummygeneratordeath.flac	0	0	0	0	0	176	176	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attack_1	1395	overseer_attack_hd1	sfx/monster_sd	monster\overseer\attack1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attack_2	1396		sfx/monster_sd	monster\overseer\attack2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attack_3	1397		sfx/monster_sd	monster\overseer\attack3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attack_4	1398		sfx/monster_sd	monster\overseer\attack4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attack_5	1399		sfx/monster_sd	monster\overseer\attack5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_hit_1	1400	overseer_hit_hd1	sfx/monster_sd	monster\overseer\gethit6.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_hit_2	1401		sfx/monster_sd	monster\overseer\gethit7.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_hit_3	1402		sfx/monster_sd	monster\overseer\gethit3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_hit_4	1403		sfx/monster_sd	monster\overseer\gethit4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_hit_5	1404		sfx/monster_sd	monster\overseer\gethit5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_death_1	1405	overseer_death_hd1	sfx/monster_sd	monster\overseer\death1.flac	0	0	0	0	0	255	255	100	100	6	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_death_2	1406		sfx/monster_sd	monster\overseer\death2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_death_3	1407		sfx/monster_sd	monster\overseer\death3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_death_4	1408		sfx/monster_sd	monster\overseer\death4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_death_5	1409		sfx/monster_sd	monster\overseer\death5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_death_6	1410		sfx/monster_sd	monster\overseer\death6.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_neutral_1	1411	overseer_neutral_hd1	sfx/eax/monster_neutral_sd	monster\overseer\neutral1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	0	0	0	0	1	10	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_neutral_2	1412		sfx/eax/monster_neutral_sd	monster\overseer\neutral2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	10	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_neutral_3	1413		sfx/eax/monster_neutral_sd	monster\overseer\neutral3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	10	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_neutral_4	1414		sfx/eax/monster_neutral_sd	monster\overseer\neutral4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	10	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_neutral_5	1415		sfx/eax/monster_neutral_sd	monster\overseer\neutral5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	10	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whip_1	1416	overseer_whip_hd1	sfx/monster_sd	monster\overseer\whip1.flac	0	0	0	0	0	255	255	100	100	4	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whip_2	1417		sfx/monster_sd	monster\overseer\whip2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whip_3	1418		sfx/monster_sd	monster\overseer\whip3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whip_4	1419		sfx/monster_sd	monster\overseer\whip4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whipcrack_1	1420	overseer_whipcrack_hd1	sfx/monster_sd	monster\overseer\whipcrack1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whipcrack_2	1421		sfx/monster_sd	monster\overseer\whipcrack2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whipcrack_3	1422		sfx/monster_sd	monster\overseer\whipcrack3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whipcrack_4	1423		sfx/monster_sd	monster\overseer\whipcrack4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_whipcrack_5	1424		sfx/monster_sd	monster\overseer\whipcrack5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_healcast_1	1425	overseer_healcast_1_hd	sfx/monster_sd	monster\overseer\healcast.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_healcast_2	1426		sfx/monster_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_healcast_3	1427		sfx/monster_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_healmissile	1428	overseer_healmissile_hd	sfx/monster_sd	monster\overseer\missile.flac	0	0	0	0	0	255	255	100	100	0	0	1	2	4	0	0	0	-1	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attract_1	1429	overseer_attract_hd1	sfx/monster_sd	monster\overseer\attract1.flac	0	0	0	0	0	255	255	100	100	4	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attract_2	1430		sfx/monster_sd	monster\overseer\attract2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attract_3	1431		sfx/monster_sd	monster\overseer\attract3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
overseer_attract_4	1432		sfx/monster_sd	monster\overseer\attract4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_attack_1	1433	pantherwoman_attack_hd1	sfx/monster_sd	monster\pantherwoman\attack1.flac	0	0	0	0	0	200	200	95	105	4	0	0	0	0	0	0	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_attack_2	1434		sfx/monster_sd	monster\pantherwoman\attack2.flac	0	0	0	0	0	200	200	95	105	0	0	0	0	0	0	0	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_attack_3	1435		sfx/monster_sd	monster\pantherwoman\attack3.flac	0	0	0	0	0	200	200	95	105	0	0	0	0	0	0	0	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_attack_4	1436		sfx/monster_sd	monster\pantherwoman\attack4.flac	0	0	0	0	0	200	200	95	105	0	0	0	0	0	0	0	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_hit_1	1437	pantherwoman_hit_hd1	sfx/monster_sd	monster\pantherwoman\gethit1.flac	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_hit_2	1438		sfx/monster_sd	monster\pantherwoman\gethit2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_hit_3	1439		sfx/monster_sd	monster\pantherwoman\gethit3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_hit_4	1440		sfx/monster_sd	monster\pantherwoman\gethit4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_death_1	1441	pantherwoman_death_hd1	sfx/monster_sd	monster\pantherwoman\death1.flac	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_death_2	1442		sfx/monster_sd	monster\pantherwoman\death2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_death_3	1443		sfx/monster_sd	monster\pantherwoman\death3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_death_4	1444		sfx/monster_sd	monster\pantherwoman\death4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_neutral_1	1445	pantherwoman_neutral_hd1	sfx/eax/monster_neutral_sd	monster\pantherwoman\neutral1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_neutral_2	1446		sfx/eax/monster_neutral_sd	monster\pantherwoman\neutral2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_neutral_3	1447		sfx/eax/monster_neutral_sd	monster\pantherwoman\neutral3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_neutral_4	1448		sfx/eax/monster_neutral_sd	monster\pantherwoman\neutral4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pantherwoman_neutral_5	1449		sfx/eax/monster_neutral_sd	monster\pantherwoman\neutral5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_attack_1	1450	pinhead_attack_hd1	sfx/monster_sd	monster\pinhead\attack1.flac	0	0	0	0	0	200	200	100	100	6	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_attack_2	1451		sfx/monster_sd	monster\pinhead\attack2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_attack_3	1452		sfx/monster_sd	monster\pinhead\attack3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_attack_4	1453		sfx/monster_sd	monster\pinhead\attack4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_attack_5	1454		sfx/monster_sd	monster\pinhead\attack5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_attack_6	1455		sfx/monster_sd	monster\pinhead\attack6.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_hit_1	1456	pinhead_hit_hd1	sfx/monster_sd	monster\pinhead\gethit1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_hit_2	1457		sfx/monster_sd	monster\pinhead\gethit2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_hit_3	1458		sfx/monster_sd	monster\pinhead\gethit3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_hit_4	1459		sfx/monster_sd	monster\pinhead\gethit4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_hit_5	1460		sfx/monster_sd	monster\pinhead\gethit5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_death_1	1461	pinhead_death_hd1	sfx/monster_sd	monster\pinhead\death1.flac	0	0	0	0	0	200	200	100	100	5	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_death_2	1462		sfx/monster_sd	monster\pinhead\death2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_death_3	1463		sfx/monster_sd	monster\pinhead\death3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_death_4	1464		sfx/monster_sd	monster\pinhead\death4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_death_5	1465		sfx/monster_sd	monster\pinhead\death5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	60	100	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_neutral_1	1466	pinhead_neutral_hd1	sfx/eax/monster_neutral_sd	monster\pinhead\neutral1.flac	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pinhead_neutral_2	1467		sfx/eax/monster_neutral_sd	monster\pinhead\neutral2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	10	60	80	0	0	1	0	0	-1	-1	-1	0	0	
